group,subject,date,team,round,RT,Report,stage,ID.number,PlayerNo,Condition,HighEffort,LowEffort,Order,ShortPartnership,LongPartnership,Double,Age,Gender,H.Hexaco,E.Hexaco,X.Hexaco,A.Hexaco,C.Hexaco,O.Hexaco,SoMi,Study,Continent,Effort,Partnership
20,7,2018_9_28_13_15_3,4,2,8.7,1,1,22585,First Mover,Collaborative,0,1,Mirror,0,1,0,19,1,3.5,4,4.8,4.1,4.3,5.5,2.9166666666666665,Humanities,Europe,Low Effort,Long Partnership
20,9,2018_9_28_13_18_12,5,2,5.04,5,1,22649,First Mover,Collaborative,0,1,Mirror,0,1,1,22,0,5.5,3.5,5.1,3.9,4.8,4,2.8333333333333335,Economics,Asia,Low Effort,Long Partnership
20,1,2018_9_28_13_14_13,1,3,7.02,5,1,21643,First Mover,Collaborative,0,1,Mirror,0,1,0,19,1,5.2,4,4.1,3.6,4.2,5.9,2,Economics,Europe,Low Effort,Long Partnership
20,3,2018_9_28_13_12_57,2,3,7.85,5,1,22590,First Mover,Collaborative,0,1,Mirror,0,1,0,21,0,3.4,3.6,4.9,2.3,5.5,3.8,2.6666666666666665,Business,Other,Low Effort,Long Partnership
20,5,2018_9_28_13_14_39,3,3,10.08,4,1,19729,First Mover,Collaborative,0,1,Mirror,0,1,1,22,1,5.1,4.9,5.2,4,4.7,5.2,2.75,Natural Sciences,Europe,Low Effort,Long Partnership
20,7,2018_9_28_13_15_39,4,3,9.54,3,1,22585,First Mover,Collaborative,0,1,Mirror,0,1,0,19,1,3.5,4,4.8,4.1,4.3,5.5,2.9166666666666665,Humanities,Europe,Low Effort,Long Partnership
20,9,2018_9_28_13_18_51,5,3,6.71,4,1,22649,First Mover,Collaborative,0,1,Mirror,0,1,0,22,0,5.5,3.5,5.1,3.9,4.8,4,2.8333333333333335,Economics,Asia,Low Effort,Long Partnership
20,1,2018_9_28_13_15_8,1,4,7.11,4,1,21643,First Mover,Collaborative,0,1,Mirror,0,1,0,19,1,5.2,4,4.1,3.6,4.2,5.9,2,Economics,Europe,Low Effort,Long Partnership
20,3,2018_9_28_13_13_55,2,4,4.98,6,1,22590,First Mover,Collaborative,0,1,Mirror,0,1,0,21,0,3.4,3.6,4.9,2.3,5.5,3.8,2.6666666666666665,Business,Other,Low Effort,Long Partnership
20,5,2018_9_28_13_15_52,3,4,9.27,6,1,19729,First Mover,Collaborative,0,1,Mirror,0,1,1,22,1,5.1,4.9,5.2,4,4.7,5.2,2.75,Natural Sciences,Europe,Low Effort,Long Partnership
20,7,2018_9_28_13_16_39,4,4,6.87,1,1,22585,First Mover,Collaborative,0,1,Mirror,0,1,0,19,1,3.5,4,4.8,4.1,4.3,5.5,2.9166666666666665,Humanities,Europe,Low Effort,Long Partnership
20,9,2018_9_28_13_20_1,5,4,5.1,6,1,22649,First Mover,Collaborative,0,1,Mirror,0,1,0,22,0,5.5,3.5,5.1,3.9,4.8,4,2.8333333333333335,Economics,Asia,Low Effort,Long Partnership
20,1,2018_9_28_13_15_46,1,5,7.41,5,1,21643,First Mover,Collaborative,0,1,Mirror,0,1,1,19,1,5.2,4,4.1,3.6,4.2,5.9,2,Economics,Europe,Low Effort,Long Partnership
20,3,2018_9_28_13_14_23,2,5,4.84,3,1,22590,First Mover,Collaborative,0,1,Mirror,0,1,1,21,0,3.4,3.6,4.9,2.3,5.5,3.8,2.6666666666666665,Business,Other,Low Effort,Long Partnership
20,5,2018_9_28_13_16_28,3,5,7.51,5,1,19729,First Mover,Collaborative,0,1,Mirror,0,1,0,22,1,5.1,4.9,5.2,4,4.7,5.2,2.75,Natural Sciences,Europe,Low Effort,Long Partnership
20,7,2018_9_28_13_17_23,4,5,9.13,2,1,22585,First Mover,Collaborative,0,1,Mirror,0,1,0,19,1,3.5,4,4.8,4.1,4.3,5.5,2.9166666666666665,Humanities,Europe,Low Effort,Long Partnership
20,9,2018_9_28_13_20_31,5,5,6.09,5,1,22649,First Mover,Collaborative,0,1,Mirror,0,1,0,22,0,5.5,3.5,5.1,3.9,4.8,4,2.8333333333333335,Economics,Asia,Low Effort,Long Partnership
20,1,2018_9_28_13_16_15,1,6,7.44,5,1,21643,First Mover,Collaborative,0,1,Mirror,0,1,0,19,1,5.2,4,4.1,3.6,4.2,5.9,2,Economics,Europe,Low Effort,Long Partnership
20,3,2018_9_28_13_15_1,2,6,8.97,4,1,22590,First Mover,Collaborative,0,1,Mirror,0,1,1,21,0,3.4,3.6,4.9,2.3,5.5,3.8,2.6666666666666665,Business,Other,Low Effort,Long Partnership
20,5,2018_9_28_13_17_20,3,6,8.64,2,1,19729,First Mover,Collaborative,0,1,Mirror,0,1,0,22,1,5.1,4.9,5.2,4,4.7,5.2,2.75,Natural Sciences,Europe,Low Effort,Long Partnership
20,7,2018_9_28_13_18_1,4,6,9.34,6,1,22585,First Mover,Collaborative,0,1,Mirror,0,1,1,19,1,3.5,4,4.8,4.1,4.3,5.5,2.9166666666666665,Humanities,Europe,Low Effort,Long Partnership
20,9,2018_9_28_13_20_59,5,6,4.89,6,1,22649,First Mover,Collaborative,0,1,Mirror,0,1,0,22,0,5.5,3.5,5.1,3.9,4.8,4,2.8333333333333335,Economics,Asia,Low Effort,Long Partnership
20,1,2018_9_28_13_17_4,1,7,10.33,6,1,21643,First Mover,Collaborative,0,1,Mirror,0,1,0,19,1,5.2,4,4.1,3.6,4.2,5.9,2,Economics,Europe,Low Effort,Long Partnership
20,3,2018_9_28_13_16_0,2,7,5.65,5,1,22590,First Mover,Collaborative,0,1,Mirror,0,1,1,21,0,3.4,3.6,4.9,2.3,5.5,3.8,2.6666666666666665,Business,Other,Low Effort,Long Partnership
20,5,2018_9_28_13_18_38,3,7,8.41,6,1,19729,First Mover,Collaborative,0,1,Mirror,0,1,1,22,1,5.1,4.9,5.2,4,4.7,5.2,2.75,Natural Sciences,Europe,Low Effort,Long Partnership
20,7,2018_9_28_13_19_12,4,7,6.32,2,1,22585,First Mover,Collaborative,0,1,Mirror,0,1,0,19,1,3.5,4,4.8,4.1,4.3,5.5,2.9166666666666665,Humanities,Europe,Low Effort,Long Partnership
20,9,2018_9_28_13_21_52,5,7,5.91,4,1,22649,First Mover,Collaborative,0,1,Mirror,0,1,0,22,0,5.5,3.5,5.1,3.9,4.8,4,2.8333333333333335,Economics,Asia,Low Effort,Long Partnership
20,1,2018_9_28_13_17_27,1,8,4.56,1,1,21643,First Mover,Collaborative,0,1,Mirror,0,1,0,19,1,5.2,4,4.1,3.6,4.2,5.9,2,Economics,Europe,Low Effort,Long Partnership
20,3,2018_9_28_13_16_29,2,8,5.19,6,1,22590,First Mover,Collaborative,0,1,Mirror,0,1,1,21,0,3.4,3.6,4.9,2.3,5.5,3.8,2.6666666666666665,Business,Other,Low Effort,Long Partnership
20,5,2018_9_28_13_19_3,3,8,6.3,6,1,19729,First Mover,Collaborative,0,1,Mirror,0,1,1,22,1,5.1,4.9,5.2,4,4.7,5.2,2.75,Natural Sciences,Europe,Low Effort,Long Partnership
20,7,2018_9_28_13_19_48,4,8,8.56,5,1,22585,First Mover,Collaborative,0,1,Mirror,0,1,0,19,1,3.5,4,4.8,4.1,4.3,5.5,2.9166666666666665,Humanities,Europe,Low Effort,Long Partnership
20,9,2018_9_28_13_22_27,5,8,4.33,4,1,22649,First Mover,Collaborative,0,1,Mirror,0,1,0,22,0,5.5,3.5,5.1,3.9,4.8,4,2.8333333333333335,Economics,Asia,Low Effort,Long Partnership
20,1,2018_9_28_13_17_58,1,9,8.1,2,1,21643,First Mover,Collaborative,0,1,Mirror,0,1,0,19,1,5.2,4,4.1,3.6,4.2,5.9,2,Economics,Europe,Low Effort,Long Partnership
20,3,2018_9_28_13_16_57,2,9,5.32,5,1,22590,First Mover,Collaborative,0,1,Mirror,0,1,1,21,0,3.4,3.6,4.9,2.3,5.5,3.8,2.6666666666666665,Business,Other,Low Effort,Long Partnership
20,5,2018_9_28_13_19_34,3,9,7.03,6,1,19729,First Mover,Collaborative,0,1,Mirror,0,1,1,22,1,5.1,4.9,5.2,4,4.7,5.2,2.75,Natural Sciences,Europe,Low Effort,Long Partnership
20,7,2018_9_28_13_20_16,4,9,7.66,1,1,22585,First Mover,Collaborative,0,1,Mirror,0,1,0,19,1,3.5,4,4.8,4.1,4.3,5.5,2.9166666666666665,Humanities,Europe,Low Effort,Long Partnership
20,9,2018_9_28_13_22_57,5,9,6.06,6,1,22649,First Mover,Collaborative,0,1,Mirror,0,1,1,22,0,5.5,3.5,5.1,3.9,4.8,4,2.8333333333333335,Economics,Asia,Low Effort,Long Partnership
20,1,2018_9_28_13_23_56,1,10,5.81,3,1,21643,First Mover,Collaborative,1,0,Mirror,0,1,0,19,1,5.2,4,4.1,3.6,4.2,5.9,2,Economics,Europe,High Effort,Long Partnership
20,3,2018_9_28_13_23_49,2,10,4.82,5,1,22590,First Mover,Collaborative,1,0,Mirror,0,1,0,21,0,3.4,3.6,4.9,2.3,5.5,3.8,2.6666666666666665,Business,Other,High Effort,Long Partnership
20,5,2018_9_28_13_23_58,3,10,6.88,5,1,19729,First Mover,Collaborative,1,0,Mirror,0,1,1,22,1,5.1,4.9,5.2,4,4.7,5.2,2.75,Natural Sciences,Europe,High Effort,Long Partnership
20,7,2018_9_28_13_23_54,4,10,6.14,5,1,22585,First Mover,Collaborative,1,0,Mirror,0,1,1,19,1,3.5,4,4.8,4.1,4.3,5.5,2.9166666666666665,Humanities,Europe,High Effort,Long Partnership
20,9,2018_9_28_13_24_23,5,10,4.95,6,1,22649,First Mover,Collaborative,1,0,Mirror,0,1,0,22,0,5.5,3.5,5.1,3.9,4.8,4,2.8333333333333335,Economics,Asia,High Effort,Long Partnership
20,1,2018_9_28_13_24_43,1,11,4.23,3,1,21643,First Mover,Collaborative,1,0,Mirror,0,1,0,19,1,5.2,4,4.1,3.6,4.2,5.9,2,Economics,Europe,High Effort,Long Partnership
20,3,2018_9_28_13_24_22,2,11,5.16,6,1,22590,First Mover,Collaborative,1,0,Mirror,0,1,0,21,0,3.4,3.6,4.9,2.3,5.5,3.8,2.6666666666666665,Business,Other,High Effort,Long Partnership
20,5,2018_9_28_13_24_31,3,11,6.48,6,1,19729,First Mover,Collaborative,1,0,Mirror,0,1,0,22,1,5.1,4.9,5.2,4,4.7,5.2,2.75,Natural Sciences,Europe,High Effort,Long Partnership
20,7,2018_9_28_13_24_31,4,11,5.94,2,1,22585,First Mover,Collaborative,1,0,Mirror,0,1,1,19,1,3.5,4,4.8,4.1,4.3,5.5,2.9166666666666665,Humanities,Europe,High Effort,Long Partnership
20,9,2018_9_28_13_24_51,5,11,4.85,6,1,22649,First Mover,Collaborative,1,0,Mirror,0,1,1,22,0,5.5,3.5,5.1,3.9,4.8,4,2.8333333333333335,Economics,Asia,High Effort,Long Partnership
20,1,2018_9_28_13_25_17,1,12,4.1,1,1,21643,First Mover,Collaborative,1,0,Mirror,0,1,0,19,1,5.2,4,4.1,3.6,4.2,5.9,2,Economics,Europe,High Effort,Long Partnership
20,3,2018_9_28_13_24_53,2,12,3.76,6,1,22590,First Mover,Collaborative,1,0,Mirror,0,1,1,21,0,3.4,3.6,4.9,2.3,5.5,3.8,2.6666666666666665,Business,Other,High Effort,Long Partnership
20,5,2018_9_28_13_25_4,3,12,7.44,5,1,19729,First Mover,Collaborative,1,0,Mirror,0,1,1,22,1,5.1,4.9,5.2,4,4.7,5.2,2.75,Natural Sciences,Europe,High Effort,Long Partnership
20,7,2018_9_28_13_25_12,4,12,6.42,2,1,22585,First Mover,Collaborative,1,0,Mirror,0,1,1,19,1,3.5,4,4.8,4.1,4.3,5.5,2.9166666666666665,Humanities,Europe,High Effort,Long Partnership
20,9,2018_9_28_13_25_26,5,12,5.24,4,1,22649,First Mover,Collaborative,1,0,Mirror,0,1,0,22,0,5.5,3.5,5.1,3.9,4.8,4,2.8333333333333335,Economics,Asia,High Effort,Long Partnership
20,1,2018_9_28_13_26_15,1,13,5.94,3,1,21643,First Mover,Collaborative,1,0,Mirror,0,1,0,19,1,5.2,4,4.1,3.6,4.2,5.9,2,Economics,Europe,High Effort,Long Partnership
20,3,2018_9_28_13_25_51,2,13,4.95,4,1,22590,First Mover,Collaborative,1,0,Mirror,0,1,0,21,0,3.4,3.6,4.9,2.3,5.5,3.8,2.6666666666666665,Business,Other,High Effort,Long Partnership
20,5,2018_9_28_13_25_59,3,13,7.15,4,1,19729,First Mover,Collaborative,1,0,Mirror,0,1,0,22,1,5.1,4.9,5.2,4,4.7,5.2,2.75,Natural Sciences,Europe,High Effort,Long Partnership
20,7,2018_9_28_13_26_27,4,13,6.61,6,1,22585,First Mover,Collaborative,1,0,Mirror,0,1,1,19,1,3.5,4,4.8,4.1,4.3,5.5,2.9166666666666665,Humanities,Europe,High Effort,Long Partnership
20,9,2018_9_28_13_26_30,5,13,5.83,6,1,22649,First Mover,Collaborative,1,0,Mirror,0,1,0,22,0,5.5,3.5,5.1,3.9,4.8,4,2.8333333333333335,Economics,Asia,High Effort,Long Partnership
20,1,2018_9_28_13_26_51,1,14,6.17,4,1,21643,First Mover,Collaborative,1,0,Mirror,0,1,0,19,1,5.2,4,4.1,3.6,4.2,5.9,2,Economics,Europe,High Effort,Long Partnership
20,3,2018_9_28_13_26_19,2,14,4.34,6,1,22590,First Mover,Collaborative,1,0,Mirror,0,1,1,21,0,3.4,3.6,4.9,2.3,5.5,3.8,2.6666666666666665,Business,Other,High Effort,Long Partnership
20,5,2018_9_28_13_26_30,3,14,5.99,6,1,19729,First Mover,Collaborative,1,0,Mirror,0,1,1,22,1,5.1,4.9,5.2,4,4.7,5.2,2.75,Natural Sciences,Europe,High Effort,Long Partnership
20,7,2018_9_28_13_27_0,4,14,6.38,4,1,22585,First Mover,Collaborative,1,0,Mirror,0,1,1,19,1,3.5,4,4.8,4.1,4.3,5.5,2.9166666666666665,Humanities,Europe,High Effort,Long Partnership
20,9,2018_9_28_13_27_9,5,14,4.15,6,1,22649,First Mover,Collaborative,1,0,Mirror,0,1,0,22,0,5.5,3.5,5.1,3.9,4.8,4,2.8333333333333335,Economics,Asia,High Effort,Long Partnership
20,1,2018_9_28_13_27_27,1,15,3.81,5,1,21643,First Mover,Collaborative,1,0,Mirror,0,1,0,19,1,5.2,4,4.1,3.6,4.2,5.9,2,Economics,Europe,High Effort,Long Partnership
20,3,2018_9_28_13_26_47,2,15,4.92,6,1,22590,First Mover,Collaborative,1,0,Mirror,0,1,0,21,0,3.4,3.6,4.9,2.3,5.5,3.8,2.6666666666666665,Business,Other,High Effort,Long Partnership
20,5,2018_9_28_13_27_0,3,15,6.2,6,1,19729,First Mover,Collaborative,1,0,Mirror,0,1,1,22,1,5.1,4.9,5.2,4,4.7,5.2,2.75,Natural Sciences,Europe,High Effort,Long Partnership
20,7,2018_9_28_13_27_31,4,15,6.4,6,1,22585,First Mover,Collaborative,1,0,Mirror,0,1,1,19,1,3.5,4,4.8,4.1,4.3,5.5,2.9166666666666665,Humanities,Europe,High Effort,Long Partnership
20,9,2018_9_28_13_27_43,5,15,4.83,5,1,22649,First Mover,Collaborative,1,0,Mirror,0,1,1,22,0,5.5,3.5,5.1,3.9,4.8,4,2.8333333333333335,Economics,Asia,High Effort,Long Partnership
20,1,2018_9_28_13_28_24,1,16,5.55,3,1,21643,First Mover,Collaborative,1,0,Mirror,0,1,0,19,1,5.2,4,4.1,3.6,4.2,5.9,2,Economics,Europe,High Effort,Long Partnership
20,3,2018_9_28_13_27_45,2,16,5.28,5,1,22590,First Mover,Collaborative,1,0,Mirror,0,1,0,21,0,3.4,3.6,4.9,2.3,5.5,3.8,2.6666666666666665,Business,Other,High Effort,Long Partnership
20,5,2018_9_28_13_27_59,3,16,7.55,6,1,19729,First Mover,Collaborative,1,0,Mirror,0,1,1,22,1,5.1,4.9,5.2,4,4.7,5.2,2.75,Natural Sciences,Europe,High Effort,Long Partnership
20,7,2018_9_28_13_28_39,4,16,6.97,6,1,22585,First Mover,Collaborative,1,0,Mirror,0,1,1,19,1,3.5,4,4.8,4.1,4.3,5.5,2.9166666666666665,Humanities,Europe,High Effort,Long Partnership
20,9,2018_9_28_13_28_36,5,16,5.78,5,1,22649,First Mover,Collaborative,1,0,Mirror,0,1,0,22,0,5.5,3.5,5.1,3.9,4.8,4,2.8333333333333335,Economics,Asia,High Effort,Long Partnership
20,1,2018_9_28_13_28_57,1,17,6.36,3,1,21643,First Mover,Collaborative,1,0,Mirror,0,1,0,19,1,5.2,4,4.1,3.6,4.2,5.9,2,Economics,Europe,High Effort,Long Partnership
20,3,2018_9_28_13_28_14,2,17,5.54,6,1,22590,First Mover,Collaborative,1,0,Mirror,0,1,1,21,0,3.4,3.6,4.9,2.3,5.5,3.8,2.6666666666666665,Business,Other,High Effort,Long Partnership
20,5,2018_9_28_13_28_28,3,17,5.08,6,1,19729,First Mover,Collaborative,1,0,Mirror,0,1,1,22,1,5.1,4.9,5.2,4,4.7,5.2,2.75,Natural Sciences,Europe,High Effort,Long Partnership
20,7,2018_9_28_13_29_9,4,17,5.93,5,1,22585,First Mover,Collaborative,1,0,Mirror,0,1,1,19,1,3.5,4,4.8,4.1,4.3,5.5,2.9166666666666665,Humanities,Europe,High Effort,Long Partnership
20,9,2018_9_28_13_29_1,5,17,5.69,6,1,22649,First Mover,Collaborative,1,0,Mirror,0,1,1,22,0,5.5,3.5,5.1,3.9,4.8,4,2.8333333333333335,Economics,Asia,High Effort,Long Partnership
20,1,2018_9_28_13_29_27,1,18,4.34,3,1,21643,First Mover,Collaborative,1,0,Mirror,0,1,1,19,1,5.2,4,4.1,3.6,4.2,5.9,2,Economics,Europe,High Effort,Long Partnership
20,3,2018_9_28_13_28_47,2,18,5.17,5,1,22590,First Mover,Collaborative,1,0,Mirror,0,1,0,21,0,3.4,3.6,4.9,2.3,5.5,3.8,2.6666666666666665,Business,Other,High Effort,Long Partnership
20,5,2018_9_28_13_28_52,3,18,4.94,6,1,19729,First Mover,Collaborative,1,0,Mirror,0,1,1,22,1,5.1,4.9,5.2,4,4.7,5.2,2.75,Natural Sciences,Europe,High Effort,Long Partnership
20,7,2018_9_28_13_29_34,4,18,4.28,5,1,22585,First Mover,Collaborative,1,0,Mirror,0,1,1,19,1,3.5,4,4.8,4.1,4.3,5.5,2.9166666666666665,Humanities,Europe,High Effort,Long Partnership
20,9,2018_9_28_13_29_25,5,18,3.41,4,1,22649,First Mover,Collaborative,1,0,Mirror,0,1,0,22,0,5.5,3.5,5.1,3.9,4.8,4,2.8333333333333335,Economics,Asia,High Effort,Long Partnership
20,1,2018_9_28_13_30_38,1,19,6.57,2,1,21643,First Mover,Collaborative,0,1,Mirror,1,0,0,19,1,5.2,4,4.1,3.6,4.2,5.9,2,Economics,Europe,Low Effort,Short Partnership
20,3,2018_9_28_13_29_52,2,19,4.58,6,1,22590,First Mover,Collaborative,0,1,Mirror,1,0,0,21,0,3.4,3.6,4.9,2.3,5.5,3.8,2.6666666666666665,Business,Other,Low Effort,Short Partnership
20,5,2018_9_28_13_30_10,3,19,7.34,5,1,19729,First Mover,Collaborative,0,1,Mirror,1,0,1,22,1,5.1,4.9,5.2,4,4.7,5.2,2.75,Natural Sciences,Europe,Low Effort,Short Partnership
20,7,2018_9_28_13_31_4,4,19,6.97,1,1,22585,First Mover,Collaborative,0,1,Mirror,1,0,1,19,1,3.5,4,4.8,4.1,4.3,5.5,2.9166666666666665,Humanities,Europe,Low Effort,Short Partnership
20,9,2018_9_28_13_30_34,5,19,4.59,6,1,22649,First Mover,Collaborative,0,1,Mirror,1,0,0,22,0,5.5,3.5,5.1,3.9,4.8,4,2.8333333333333335,Economics,Asia,Low Effort,Short Partnership
20,1,2018_9_28_13_31_4,1,20,4.75,6,1,21643,First Mover,Collaborative,0,1,Mirror,1,0,0,19,1,5.2,4,4.1,3.6,4.2,5.9,2,Economics,Europe,Low Effort,Short Partnership
20,3,2018_9_28_13_30_20,2,20,4.36,4,1,22590,First Mover,Collaborative,0,1,Mirror,1,0,1,21,0,3.4,3.6,4.9,2.3,5.5,3.8,2.6666666666666665,Business,Other,Low Effort,Short Partnership
20,5,2018_9_28_13_30_40,3,20,6.49,5,1,19729,First Mover,Collaborative,0,1,Mirror,1,0,1,22,1,5.1,4.9,5.2,4,4.7,5.2,2.75,Natural Sciences,Europe,Low Effort,Short Partnership
20,7,2018_9_28_13_31_38,4,20,10.23,4,1,22585,First Mover,Collaborative,0,1,Mirror,1,0,1,19,1,3.5,4,4.8,4.1,4.3,5.5,2.9166666666666665,Humanities,Europe,Low Effort,Short Partnership
20,9,2018_9_28_13_30_58,5,20,5.47,4,1,22649,First Mover,Collaborative,0,1,Mirror,1,0,0,22,0,5.5,3.5,5.1,3.9,4.8,4,2.8333333333333335,Economics,Asia,Low Effort,Short Partnership
20,1,2018_9_28_13_31_27,1,21,5.09,4,1,21643,First Mover,Collaborative,0,1,Mirror,1,0,0,19,1,5.2,4,4.1,3.6,4.2,5.9,2,Economics,Europe,Low Effort,Short Partnership
20,3,2018_9_28_13_30_49,2,21,4.44,5,1,22590,First Mover,Collaborative,0,1,Mirror,1,0,0,21,0,3.4,3.6,4.9,2.3,5.5,3.8,2.6666666666666665,Business,Other,Low Effort,Short Partnership
20,5,2018_9_28_13_31_4,3,21,5.37,5,1,19729,First Mover,Collaborative,0,1,Mirror,1,0,1,22,1,5.1,4.9,5.2,4,4.7,5.2,2.75,Natural Sciences,Europe,Low Effort,Short Partnership
20,7,2018_9_28_13_32_9,4,21,6.31,4,1,22585,First Mover,Collaborative,0,1,Mirror,1,0,1,19,1,3.5,4,4.8,4.1,4.3,5.5,2.9166666666666665,Humanities,Europe,Low Effort,Short Partnership
20,9,2018_9_28_13_31_22,5,21,4.46,6,1,22649,First Mover,Collaborative,0,1,Mirror,1,0,0,22,0,5.5,3.5,5.1,3.9,4.8,4,2.8333333333333335,Economics,Asia,Low Effort,Short Partnership
20,1,2018_9_28_13_33_9,1,22,6.49,3,1,21643,First Mover,Collaborative,0,1,Mirror,1,0,1,19,1,5.2,4,4.1,3.6,4.2,5.9,2,Economics,Europe,Low Effort,Short Partnership
20,3,2018_9_28_13_33_4,2,22,4.99,6,1,22590,First Mover,Collaborative,0,1,Mirror,1,0,0,21,0,3.4,3.6,4.9,2.3,5.5,3.8,2.6666666666666665,Business,Other,Low Effort,Short Partnership
20,5,2018_9_28_13_33_5,3,22,6.42,6,1,19729,First Mover,Collaborative,0,1,Mirror,1,0,0,22,1,5.1,4.9,5.2,4,4.7,5.2,2.75,Natural Sciences,Europe,Low Effort,Short Partnership
20,7,2018_9_28_13_33_17,4,22,8.69,3,1,22585,First Mover,Collaborative,0,1,Mirror,1,0,0,19,1,3.5,4,4.8,4.1,4.3,5.5,2.9166666666666665,Humanities,Europe,Low Effort,Short Partnership
20,9,2018_9_28_13_33_8,5,22,5.57,5,1,22649,First Mover,Collaborative,0,1,Mirror,1,0,1,22,0,5.5,3.5,5.1,3.9,4.8,4,2.8333333333333335,Economics,Asia,Low Effort,Short Partnership
20,1,2018_9_28_13_33_35,1,23,4.25,4,1,21643,First Mover,Collaborative,0,1,Mirror,1,0,0,19,1,5.2,4,4.1,3.6,4.2,5.9,2,Economics,Europe,Low Effort,Short Partnership
20,3,2018_9_28_13_33_31,2,23,3.68,4,1,22590,First Mover,Collaborative,0,1,Mirror,1,0,0,21,0,3.4,3.6,4.9,2.3,5.5,3.8,2.6666666666666665,Business,Other,Low Effort,Short Partnership
20,5,2018_9_28_13_33_35,3,23,3.95,4,1,19729,First Mover,Collaborative,0,1,Mirror,1,0,0,22,1,5.1,4.9,5.2,4,4.7,5.2,2.75,Natural Sciences,Europe,Low Effort,Short Partnership
20,7,2018_9_28_13_33_47,4,23,7.21,2,1,22585,First Mover,Collaborative,0,1,Mirror,1,0,0,19,1,3.5,4,4.8,4.1,4.3,5.5,2.9166666666666665,Humanities,Europe,Low Effort,Short Partnership
20,9,2018_9_28_13_33_30,5,23,3.82,5,1,22649,First Mover,Collaborative,0,1,Mirror,1,0,1,22,0,5.5,3.5,5.1,3.9,4.8,4,2.8333333333333335,Economics,Asia,Low Effort,Short Partnership
20,1,2018_9_28_13_34_2,1,24,5.6,2,1,21643,First Mover,Collaborative,0,1,Mirror,1,0,1,19,1,5.2,4,4.1,3.6,4.2,5.9,2,Economics,Europe,Low Effort,Short Partnership
20,3,2018_9_28_13_33_54,2,24,4.56,5,1,22590,First Mover,Collaborative,0,1,Mirror,1,0,0,21,0,3.4,3.6,4.9,2.3,5.5,3.8,2.6666666666666665,Business,Other,Low Effort,Short Partnership
20,5,2018_9_28_13_34_18,3,24,16.45,5,1,19729,First Mover,Collaborative,0,1,Mirror,1,0,0,22,1,5.1,4.9,5.2,4,4.7,5.2,2.75,Natural Sciences,Europe,Low Effort,Short Partnership
20,7,2018_9_28_13_34_14,4,24,2.66,4,1,22585,First Mover,Collaborative,0,1,Mirror,1,0,1,19,1,3.5,4,4.8,4.1,4.3,5.5,2.9166666666666665,Humanities,Europe,Low Effort,Short Partnership
20,9,2018_9_28_13_33_54,5,24,4.92,6,1,22649,First Mover,Collaborative,0,1,Mirror,1,0,1,22,0,5.5,3.5,5.1,3.9,4.8,4,2.8333333333333335,Economics,Asia,Low Effort,Short Partnership
20,1,2018_9_28_13_35_12,1,25,4.56,4,1,21643,First Mover,Collaborative,0,1,Mirror,1,0,1,19,1,5.2,4,4.1,3.6,4.2,5.9,2,Economics,Europe,Low Effort,Short Partnership
20,3,2018_9_28_13_35_18,2,25,4.7,6,1,22590,First Mover,Collaborative,0,1,Mirror,1,0,0,21,0,3.4,3.6,4.9,2.3,5.5,3.8,2.6666666666666665,Business,Other,Low Effort,Short Partnership
20,5,2018_9_28_13_35_22,3,25,7.18,6,1,19729,First Mover,Collaborative,0,1,Mirror,1,0,0,22,1,5.1,4.9,5.2,4,4.7,5.2,2.75,Natural Sciences,Europe,Low Effort,Short Partnership
20,7,2018_9_28_13_35_18,4,25,10.58,5,1,22585,First Mover,Collaborative,0,1,Mirror,1,0,1,19,1,3.5,4,4.8,4.1,4.3,5.5,2.9166666666666665,Humanities,Europe,Low Effort,Short Partnership
20,9,2018_9_28_13_35_14,5,25,4.56,4,1,22649,First Mover,Collaborative,0,1,Mirror,1,0,0,22,0,5.5,3.5,5.1,3.9,4.8,4,2.8333333333333335,Economics,Asia,Low Effort,Short Partnership
20,1,2018_9_28_13_35_36,1,26,4.56,3,1,21643,First Mover,Collaborative,0,1,Mirror,1,0,1,19,1,5.2,4,4.1,3.6,4.2,5.9,2,Economics,Europe,Low Effort,Short Partnership
20,3,2018_9_28_13_35_50,2,26,4.84,6,1,22590,First Mover,Collaborative,0,1,Mirror,1,0,0,21,0,3.4,3.6,4.9,2.3,5.5,3.8,2.6666666666666665,Business,Other,Low Effort,Short Partnership
20,5,2018_9_28_13_35_51,3,26,5.06,3,1,19729,First Mover,Collaborative,0,1,Mirror,1,0,0,22,1,5.1,4.9,5.2,4,4.7,5.2,2.75,Natural Sciences,Europe,Low Effort,Short Partnership
20,7,2018_9_28_13_35_51,4,26,7.79,1,1,22585,First Mover,Collaborative,0,1,Mirror,1,0,1,19,1,3.5,4,4.8,4.1,4.3,5.5,2.9166666666666665,Humanities,Europe,Low Effort,Short Partnership
20,9,2018_9_28_13_35_37,5,26,5.48,6,1,22649,First Mover,Collaborative,0,1,Mirror,1,0,1,22,0,5.5,3.5,5.1,3.9,4.8,4,2.8333333333333335,Economics,Asia,Low Effort,Short Partnership
20,1,2018_9_28_13_36_1,1,27,4.62,2,1,21643,First Mover,Collaborative,0,1,Mirror,1,0,1,19,1,5.2,4,4.1,3.6,4.2,5.9,2,Economics,Europe,Low Effort,Short Partnership
