group,subject,date,team,round,RT,Report,stage,ID.number,PlayerNo,Condition,HighEffort,LowEffort,Order,ShortPartnership,LongPartnership,Double,Age,Gender,H.Hexaco,E.Hexaco,X.Hexaco,A.Hexaco,C.Hexaco,O.Hexaco,SoMi,Study,Continent
18,5,2018_9_26_14_46_43,3,36,1.87,2,1,22594,First Mover,Collaborative,1,0,Mirror,1,0,0,27,0,3.8,3.9,4.1,4.1,3.5,4.1,2.3333333333333335,Economics,Asia
18,6,2018_9_26_14_46_54,3,36,1.78,3,2,20629,Second Mover,Collaborative,1,0,Mirror,1,0,0,21,0,3,5.5,4.5,3.3,4.4,4.8,2.5833333333333335,Humanities,Europe
18,1,2018_9_26_14_12_34,1,101,6.33,6,NA,22621,First Mover,Pre-Collaborative,NA,NA,Mirror,1,0,NA,18,1,4.4,3.5,4.5,5.1,4.4,3.1,2.6666666666666665,Science,Europe
18,2,2018_9_26_14_11_48,1,101,7.66,6,NA,22034,Second Mover,Pre-Collaborative,NA,NA,Mirror,1,0,NA,39,0,4.5,5.6,4,4.7,3.8,3.2,2.75,Other,Asia
18,3,2018_9_26_14_10_49,2,101,5.36,3,NA,22633,First Mover,Pre-Collaborative,NA,NA,Mirror,1,0,NA,20,1,5,4.9,3.4,5,4.7,4.4,2.75,Economics,Asia
18,4,2018_9_26_14_11_36,2,101,8.38,2,NA,22655,Second Mover,Pre-Collaborative,NA,NA,Mirror,1,0,NA,22,1,2.8,3.8,3.4,3.9,3.6,3.6,2.75,Natural Sciences,Europe
18,5,2018_9_26_14_11_44,3,101,6.07,4,NA,22594,First Mover,Pre-Collaborative,NA,NA,Mirror,1,0,NA,27,0,3.8,3.9,4.1,4.1,3.5,4.1,2.3333333333333335,Economics,Asia
18,6,2018_9_26_14_11_47,3,101,7.7,2,NA,20629,Second Mover,Pre-Collaborative,NA,NA,Mirror,1,0,NA,21,0,3,5.5,4.5,3.3,4.4,4.8,2.5833333333333335,Humanities,Europe
18,1,2018_9_26_14_12_48,1,102,11.51,3,NA,22621,First Mover,Pre-Collaborative,NA,NA,Mirror,1,0,NA,18,1,4.4,3.5,4.5,5.1,4.4,3.1,2.6666666666666665,Science,Europe
18,2,2018_9_26_14_11_54,1,102,3.34,6,NA,22034,Second Mover,Pre-Collaborative,NA,NA,Mirror,1,0,NA,39,0,4.5,5.6,4,4.7,3.8,3.2,2.75,Other,Asia
18,3,2018_9_26_14_10_57,2,102,5.52,5,NA,22633,First Mover,Pre-Collaborative,NA,NA,Mirror,1,0,NA,20,1,5,4.9,3.4,5,4.7,4.4,2.75,Economics,Asia
18,4,2018_9_26_14_11_45,2,102,6.76,1,NA,22655,Second Mover,Pre-Collaborative,NA,NA,Mirror,1,0,NA,22,1,2.8,3.8,3.4,3.9,3.6,3.6,2.75,Natural Sciences,Europe
18,5,2018_9_26_14_11_51,3,102,4.26,6,NA,22594,First Mover,Pre-Collaborative,NA,NA,Mirror,1,0,NA,27,0,3.8,3.9,4.1,4.1,3.5,4.1,2.3333333333333335,Economics,Asia
18,6,2018_9_26_14_11_57,3,102,7.22,3,NA,20629,Second Mover,Pre-Collaborative,NA,NA,Mirror,1,0,NA,21,0,3,5.5,4.5,3.3,4.4,4.8,2.5833333333333335,Humanities,Europe
18,1,2018_9_26_14_12_55,1,103,5.08,2,NA,22621,First Mover,Pre-Collaborative,NA,NA,Mirror,1,0,NA,18,1,4.4,3.5,4.5,5.1,4.4,3.1,2.6666666666666665,Science,Europe
18,2,2018_9_26_14_12_1,1,103,4.77,3,NA,22034,Second Mover,Pre-Collaborative,NA,NA,Mirror,1,0,NA,39,0,4.5,5.6,4,4.7,3.8,3.2,2.75,Other,Asia
18,3,2018_9_26_14_11_4,2,103,4.64,3,NA,22633,First Mover,Pre-Collaborative,NA,NA,Mirror,1,0,NA,20,1,5,4.9,3.4,5,4.7,4.4,2.75,Economics,Asia
18,4,2018_9_26_14_11_56,2,103,7.69,1,NA,22655,Second Mover,Pre-Collaborative,NA,NA,Mirror,1,0,NA,22,1,2.8,3.8,3.4,3.9,3.6,3.6,2.75,Natural Sciences,Europe
18,5,2018_9_26_14_11_58,3,103,4.48,6,NA,22594,First Mover,Pre-Collaborative,NA,NA,Mirror,1,0,NA,27,0,3.8,3.9,4.1,4.1,3.5,4.1,2.3333333333333335,Economics,Asia
18,6,2018_9_26_14_12_13,3,103,14.24,2,NA,20629,Second Mover,Pre-Collaborative,NA,NA,Mirror,1,0,NA,21,0,3,5.5,4.5,3.3,4.4,4.8,2.5833333333333335,Humanities,Europe
18,1,2018_9_26_14_13_9,1,104,6.26,5,NA,22621,First Mover,Pre-Collaborative,NA,NA,Mirror,1,0,NA,18,1,4.4,3.5,4.5,5.1,4.4,3.1,2.6666666666666665,Science,Europe
18,2,2018_9_26_14_12_9,1,104,3.76,1,NA,22034,Second Mover,Pre-Collaborative,NA,NA,Mirror,1,0,NA,39,0,4.5,5.6,4,4.7,3.8,3.2,2.75,Other,Asia
18,3,2018_9_26_14_11_14,2,104,4.09,6,NA,22633,First Mover,Pre-Collaborative,NA,NA,Mirror,1,0,NA,20,1,5,4.9,3.4,5,4.7,4.4,2.75,Economics,Asia
18,4,2018_9_26_14_12_8,2,104,6.94,3,NA,22655,Second Mover,Pre-Collaborative,NA,NA,Mirror,1,0,NA,22,1,2.8,3.8,3.4,3.9,3.6,3.6,2.75,Natural Sciences,Europe
18,5,2018_9_26_14_12_10,3,104,6.11,3,NA,22594,First Mover,Pre-Collaborative,NA,NA,Mirror,1,0,NA,27,0,3.8,3.9,4.1,4.1,3.5,4.1,2.3333333333333335,Economics,Asia
18,6,2018_9_26_14_12_29,3,104,7.74,1,NA,20629,Second Mover,Pre-Collaborative,NA,NA,Mirror,1,0,NA,21,0,3,5.5,4.5,3.3,4.4,4.8,2.5833333333333335,Humanities,Europe
18,1,2018_9_26_14_13_16,1,105,4.19,4,NA,22621,First Mover,Pre-Collaborative,NA,NA,Mirror,1,0,NA,18,1,4.4,3.5,4.5,5.1,4.4,3.1,2.6666666666666665,Science,Europe
18,2,2018_9_26_14_12_15,1,105,3.68,4,NA,22034,Second Mover,Pre-Collaborative,NA,NA,Mirror,1,0,NA,39,0,4.5,5.6,4,4.7,3.8,3.2,2.75,Other,Asia
18,3,2018_9_26_14_11_21,2,105,4.33,4,NA,22633,First Mover,Pre-Collaborative,NA,NA,Mirror,1,0,NA,20,1,5,4.9,3.4,5,4.7,4.4,2.75,Economics,Asia
18,4,2018_9_26_14_12_18,2,105,7.04,1,NA,22655,Second Mover,Pre-Collaborative,NA,NA,Mirror,1,0,NA,22,1,2.8,3.8,3.4,3.9,3.6,3.6,2.75,Natural Sciences,Europe
18,5,2018_9_26_14_12_16,3,105,3.31,5,NA,22594,First Mover,Pre-Collaborative,NA,NA,Mirror,1,0,NA,27,0,3.8,3.9,4.1,4.1,3.5,4.1,2.3333333333333335,Economics,Asia
18,6,2018_9_26_14_12_39,3,105,6.74,5,NA,20629,Second Mover,Pre-Collaborative,NA,NA,Mirror,1,0,NA,21,0,3,5.5,4.5,3.3,4.4,4.8,2.5833333333333335,Humanities,Europe
18,1,2018_9_26_14_13_22,1,106,3.76,4,NA,22621,First Mover,Pre-Collaborative,NA,NA,Mirror,1,0,NA,18,1,4.4,3.5,4.5,5.1,4.4,3.1,2.6666666666666665,Science,Europe
18,2,2018_9_26_14_12_21,1,106,3.65,3,NA,22034,Second Mover,Pre-Collaborative,NA,NA,Mirror,1,0,NA,39,0,4.5,5.6,4,4.7,3.8,3.2,2.75,Other,Asia
18,3,2018_9_26_14_11_27,2,106,3.4,6,NA,22633,First Mover,Pre-Collaborative,NA,NA,Mirror,1,0,NA,20,1,5,4.9,3.4,5,4.7,4.4,2.75,Economics,Asia
18,4,2018_9_26_14_12_29,2,106,8.64,4,NA,22655,Second Mover,Pre-Collaborative,NA,NA,Mirror,1,0,NA,22,1,2.8,3.8,3.4,3.9,3.6,3.6,2.75,Natural Sciences,Europe
18,5,2018_9_26_14_12_21,3,106,3.12,6,NA,22594,First Mover,Pre-Collaborative,NA,NA,Mirror,1,0,NA,27,0,3.8,3.9,4.1,4.1,3.5,4.1,2.3333333333333335,Economics,Asia
18,6,2018_9_26_14_12_50,3,106,8.94,5,NA,20629,Second Mover,Pre-Collaborative,NA,NA,Mirror,1,0,NA,21,0,3,5.5,4.5,3.3,4.4,4.8,2.5833333333333335,Humanities,Europe
18,1,2018_9_26_14_13_31,1,107,4.13,2,NA,22621,First Mover,Pre-Collaborative,NA,NA,Mirror,1,0,NA,18,1,4.4,3.5,4.5,5.1,4.4,3.1,2.6666666666666665,Science,Europe
18,2,2018_9_26_14_12_30,1,107,3.72,4,NA,22034,Second Mover,Pre-Collaborative,NA,NA,Mirror,1,0,NA,39,0,4.5,5.6,4,4.7,3.8,3.2,2.75,Other,Asia
18,3,2018_9_26_14_11_34,2,107,2.28,3,NA,22633,First Mover,Pre-Collaborative,NA,NA,Mirror,1,0,NA,20,1,5,4.9,3.4,5,4.7,4.4,2.75,Economics,Asia
18,4,2018_9_26_14_12_42,2,107,6.62,3,NA,22655,Second Mover,Pre-Collaborative,NA,NA,Mirror,1,0,NA,22,1,2.8,3.8,3.4,3.9,3.6,3.6,2.75,Natural Sciences,Europe
18,5,2018_9_26_14_12_30,3,107,4.1,5,NA,22594,First Mover,Pre-Collaborative,NA,NA,Mirror,1,0,NA,27,0,3.8,3.9,4.1,4.1,3.5,4.1,2.3333333333333335,Economics,Asia
18,6,2018_9_26_14_13_6,3,107,8.3,5,NA,20629,Second Mover,Pre-Collaborative,NA,NA,Mirror,1,0,NA,21,0,3,5.5,4.5,3.3,4.4,4.8,2.5833333333333335,Humanities,Europe
18,1,2018_9_26_14_13_39,1,108,5.11,4,NA,22621,First Mover,Pre-Collaborative,NA,NA,Mirror,1,0,NA,18,1,4.4,3.5,4.5,5.1,4.4,3.1,2.6666666666666665,Science,Europe
18,2,2018_9_26_14_12_37,1,108,3.86,4,NA,22034,Second Mover,Pre-Collaborative,NA,NA,Mirror,1,0,NA,39,0,4.5,5.6,4,4.7,3.8,3.2,2.75,Other,Asia
18,3,2018_9_26_14_11_39,2,108,2.79,6,NA,22633,First Mover,Pre-Collaborative,NA,NA,Mirror,1,0,NA,20,1,5,4.9,3.4,5,4.7,4.4,2.75,Economics,Asia
18,4,2018_9_26_14_12_49,2,108,4.74,2,NA,22655,Second Mover,Pre-Collaborative,NA,NA,Mirror,1,0,NA,22,1,2.8,3.8,3.4,3.9,3.6,3.6,2.75,Natural Sciences,Europe
18,5,2018_9_26_14_12_36,3,108,4.24,6,NA,22594,First Mover,Pre-Collaborative,NA,NA,Mirror,1,0,NA,27,0,3.8,3.9,4.1,4.1,3.5,4.1,2.3333333333333335,Economics,Asia
18,6,2018_9_26_14_13_16,3,108,7.84,3,NA,20629,Second Mover,Pre-Collaborative,NA,NA,Mirror,1,0,NA,21,0,3,5.5,4.5,3.3,4.4,4.8,2.5833333333333335,Humanities,Europe
18,1,2018_9_26_14_13_45,1,109,4.02,5,NA,22621,First Mover,Pre-Collaborative,NA,NA,Mirror,1,0,NA,18,1,4.4,3.5,4.5,5.1,4.4,3.1,2.6666666666666665,Science,Europe
18,2,2018_9_26_14_12_43,1,109,4.07,5,NA,22034,Second Mover,Pre-Collaborative,NA,NA,Mirror,1,0,NA,39,0,4.5,5.6,4,4.7,3.8,3.2,2.75,Other,Asia
18,3,2018_9_26_14_11_47,2,109,5.1,3,NA,22633,First Mover,Pre-Collaborative,NA,NA,Mirror,1,0,NA,20,1,5,4.9,3.4,5,4.7,4.4,2.75,Economics,Asia
18,4,2018_9_26_14_12_58,2,109,6.14,4,NA,22655,Second Mover,Pre-Collaborative,NA,NA,Mirror,1,0,NA,22,1,2.8,3.8,3.4,3.9,3.6,3.6,2.75,Natural Sciences,Europe
18,5,2018_9_26_14_12_43,3,109,3.98,3,NA,22594,First Mover,Pre-Collaborative,NA,NA,Mirror,1,0,NA,27,0,3.8,3.9,4.1,4.1,3.5,4.1,2.3333333333333335,Economics,Asia
18,6,2018_9_26_14_13_27,3,109,8.47,2,NA,20629,Second Mover,Pre-Collaborative,NA,NA,Mirror,1,0,NA,21,0,3,5.5,4.5,3.3,4.4,4.8,2.5833333333333335,Humanities,Europe
18,1,2018_9_26_14_13_56,1,110,4.8,6,NA,22621,First Mover,Pre-Collaborative,NA,NA,Mirror,1,0,NA,18,1,4.4,3.5,4.5,5.1,4.4,3.1,2.6666666666666665,Science,Europe
18,2,2018_9_26_14_12_51,1,110,3.38,6,NA,22034,Second Mover,Pre-Collaborative,NA,NA,Mirror,1,0,NA,39,0,4.5,5.6,4,4.7,3.8,3.2,2.75,Other,Asia
18,3,2018_9_26_14_11_54,2,110,1.91,5,NA,22633,First Mover,Pre-Collaborative,NA,NA,Mirror,1,0,NA,20,1,5,4.9,3.4,5,4.7,4.4,2.75,Economics,Asia
18,4,2018_9_26_14_13_12,2,110,8.92,5,NA,22655,Second Mover,Pre-Collaborative,NA,NA,Mirror,1,0,NA,22,1,2.8,3.8,3.4,3.9,3.6,3.6,2.75,Natural Sciences,Europe
18,5,2018_9_26_14_12_51,3,110,3.82,5,NA,22594,First Mover,Pre-Collaborative,NA,NA,Mirror,1,0,NA,27,0,3.8,3.9,4.1,4.1,3.5,4.1,2.3333333333333335,Economics,Asia
18,6,2018_9_26_14_13_42,3,110,8.94,3,NA,20629,Second Mover,Pre-Collaborative,NA,NA,Mirror,1,0,NA,21,0,3,5.5,4.5,3.3,4.4,4.8,2.5833333333333335,Humanities,Europe
18,1,2018_9_26_14_14_3,1,111,4.58,4,NA,22621,First Mover,Pre-Collaborative,NA,NA,Mirror,1,0,NA,18,1,4.4,3.5,4.5,5.1,4.4,3.1,2.6666666666666665,Science,Europe
18,2,2018_9_26_14_12_58,1,111,4.14,5,NA,22034,Second Mover,Pre-Collaborative,NA,NA,Mirror,1,0,NA,39,0,4.5,5.6,4,4.7,3.8,3.2,2.75,Other,Asia
18,3,2018_9_26_14_12_1,2,111,4.58,4,NA,22633,First Mover,Pre-Collaborative,NA,NA,Mirror,1,0,NA,20,1,5,4.9,3.4,5,4.7,4.4,2.75,Economics,Asia
18,4,2018_9_26_14_13_21,2,111,6.59,1,NA,22655,Second Mover,Pre-Collaborative,NA,NA,Mirror,1,0,NA,22,1,2.8,3.8,3.4,3.9,3.6,3.6,2.75,Natural Sciences,Europe
18,5,2018_9_26_14_12_56,3,111,2.84,6,NA,22594,First Mover,Pre-Collaborative,NA,NA,Mirror,1,0,NA,27,0,3.8,3.9,4.1,4.1,3.5,4.1,2.3333333333333335,Economics,Asia
18,6,2018_9_26_14_13_53,3,111,8.56,6,NA,20629,Second Mover,Pre-Collaborative,NA,NA,Mirror,1,0,NA,21,0,3,5.5,4.5,3.3,4.4,4.8,2.5833333333333335,Humanities,Europe
18,1,2018_9_26_14_14_9,1,112,4.23,3,NA,22621,First Mover,Pre-Collaborative,NA,NA,Mirror,1,0,NA,18,1,4.4,3.5,4.5,5.1,4.4,3.1,2.6666666666666665,Science,Europe
18,2,2018_9_26_14_13_5,1,112,4.95,3,NA,22034,Second Mover,Pre-Collaborative,NA,NA,Mirror,1,0,NA,39,0,4.5,5.6,4,4.7,3.8,3.2,2.75,Other,Asia
18,3,2018_9_26_14_12_7,2,112,3.98,6,NA,22633,First Mover,Pre-Collaborative,NA,NA,Mirror,1,0,NA,20,1,5,4.9,3.4,5,4.7,4.4,2.75,Economics,Asia
18,4,2018_9_26_14_13_33,2,112,9.32,1,NA,22655,Second Mover,Pre-Collaborative,NA,NA,Mirror,1,0,NA,22,1,2.8,3.8,3.4,3.9,3.6,3.6,2.75,Natural Sciences,Europe
18,5,2018_9_26_14_13_2,3,112,3.03,6,NA,22594,First Mover,Pre-Collaborative,NA,NA,Mirror,1,0,NA,27,0,3.8,3.9,4.1,4.1,3.5,4.1,2.3333333333333335,Economics,Asia
18,6,2018_9_26_14_14_4,3,112,8.54,6,NA,20629,Second Mover,Pre-Collaborative,NA,NA,Mirror,1,0,NA,21,0,3,5.5,4.5,3.3,4.4,4.8,2.5833333333333335,Humanities,Europe
18,1,2018_9_26_14_14_20,1,113,5.46,4,NA,22621,First Mover,Pre-Collaborative,NA,NA,Mirror,1,0,NA,18,1,4.4,3.5,4.5,5.1,4.4,3.1,2.6666666666666665,Science,Europe
18,2,2018_9_26_14_13_13,1,113,3.16,1,NA,22034,Second Mover,Pre-Collaborative,NA,NA,Mirror,1,0,NA,39,0,4.5,5.6,4,4.7,3.8,3.2,2.75,Other,Asia
18,3,2018_9_26_14_12_14,2,113,2.18,3,NA,22633,First Mover,Pre-Collaborative,NA,NA,Mirror,1,0,NA,20,1,5,4.9,3.4,5,4.7,4.4,2.75,Economics,Asia
18,4,2018_9_26_14_13_46,2,113,7.57,6,NA,22655,Second Mover,Pre-Collaborative,NA,NA,Mirror,1,0,NA,22,1,2.8,3.8,3.4,3.9,3.6,3.6,2.75,Natural Sciences,Europe
18,5,2018_9_26_14_13_11,3,113,4.31,4,NA,22594,First Mover,Pre-Collaborative,NA,NA,Mirror,1,0,NA,27,0,3.8,3.9,4.1,4.1,3.5,4.1,2.3333333333333335,Economics,Asia
18,6,2018_9_26_14_14_20,3,113,9.52,4,NA,20629,Second Mover,Pre-Collaborative,NA,NA,Mirror,1,0,NA,21,0,3,5.5,4.5,3.3,4.4,4.8,2.5833333333333335,Humanities,Europe
18,1,2018_9_26_14_14_29,1,114,6.59,3,NA,22621,First Mover,Pre-Collaborative,NA,NA,Mirror,1,0,NA,18,1,4.4,3.5,4.5,5.1,4.4,3.1,2.6666666666666665,Science,Europe
18,2,2018_9_26_14_13_20,1,114,3.72,2,NA,22034,Second Mover,Pre-Collaborative,NA,NA,Mirror,1,0,NA,39,0,4.5,5.6,4,4.7,3.8,3.2,2.75,Other,Asia
18,3,2018_9_26_14_12_21,2,114,3.74,3,NA,22633,First Mover,Pre-Collaborative,NA,NA,Mirror,1,0,NA,20,1,5,4.9,3.4,5,4.7,4.4,2.75,Economics,Asia
18,4,2018_9_26_14_13_55,2,114,7.04,4,NA,22655,Second Mover,Pre-Collaborative,NA,NA,Mirror,1,0,NA,22,1,2.8,3.8,3.4,3.9,3.6,3.6,2.75,Natural Sciences,Europe
18,5,2018_9_26_14_13_16,3,114,3.07,5,NA,22594,First Mover,Pre-Collaborative,NA,NA,Mirror,1,0,NA,27,0,3.8,3.9,4.1,4.1,3.5,4.1,2.3333333333333335,Economics,Asia
18,6,2018_9_26_14_14_33,3,114,11.14,5,NA,20629,Second Mover,Pre-Collaborative,NA,NA,Mirror,1,0,NA,21,0,3,5.5,4.5,3.3,4.4,4.8,2.5833333333333335,Humanities,Europe
18,1,2018_9_26_14_14_35,1,115,4.02,2,NA,22621,First Mover,Pre-Collaborative,NA,NA,Mirror,1,0,NA,18,1,4.4,3.5,4.5,5.1,4.4,3.1,2.6666666666666665,Science,Europe
18,2,2018_9_26_14_13_26,1,115,3.52,3,NA,22034,Second Mover,Pre-Collaborative,NA,NA,Mirror,1,0,NA,39,0,4.5,5.6,4,4.7,3.8,3.2,2.75,Other,Asia
18,3,2018_9_26_14_12_28,2,115,4.75,5,NA,22633,First Mover,Pre-Collaborative,NA,NA,Mirror,1,0,NA,20,1,5,4.9,3.4,5,4.7,4.4,2.75,Economics,Asia
18,4,2018_9_26_14_14_6,2,115,8.02,5,NA,22655,Second Mover,Pre-Collaborative,NA,NA,Mirror,1,0,NA,22,1,2.8,3.8,3.4,3.9,3.6,3.6,2.75,Natural Sciences,Europe
18,5,2018_9_26_14_13_22,3,115,3.05,6,NA,22594,First Mover,Pre-Collaborative,NA,NA,Mirror,1,0,NA,27,0,3.8,3.9,4.1,4.1,3.5,4.1,2.3333333333333335,Economics,Asia
18,6,2018_9_26_14_14_45,3,115,8.93,4,NA,20629,Second Mover,Pre-Collaborative,NA,NA,Mirror,1,0,NA,21,0,3,5.5,4.5,3.3,4.4,4.8,2.5833333333333335,Humanities,Europe
18,1,2018_9_26_14_14_46,1,116,5.44,5,NA,22621,First Mover,Pre-Collaborative,NA,NA,Mirror,1,0,NA,18,1,4.4,3.5,4.5,5.1,4.4,3.1,2.6666666666666665,Science,Europe
18,2,2018_9_26_14_13_33,1,116,2.82,4,NA,22034,Second Mover,Pre-Collaborative,NA,NA,Mirror,1,0,NA,39,0,4.5,5.6,4,4.7,3.8,3.2,2.75,Other,Asia
18,3,2018_9_26_14_12_36,2,116,2.18,4,NA,22633,First Mover,Pre-Collaborative,NA,NA,Mirror,1,0,NA,20,1,5,4.9,3.4,5,4.7,4.4,2.75,Economics,Asia
18,4,2018_9_26_14_14_18,2,116,7.93,6,NA,22655,Second Mover,Pre-Collaborative,NA,NA,Mirror,1,0,NA,22,1,2.8,3.8,3.4,3.9,3.6,3.6,2.75,Natural Sciences,Europe
18,5,2018_9_26_14_13_31,3,116,5.21,4,NA,22594,First Mover,Pre-Collaborative,NA,NA,Mirror,1,0,NA,27,0,3.8,3.9,4.1,4.1,3.5,4.1,2.3333333333333335,Economics,Asia
18,6,2018_9_26_14_15_0,3,116,8.56,4,NA,20629,Second Mover,Pre-Collaborative,NA,NA,Mirror,1,0,NA,21,0,3,5.5,4.5,3.3,4.4,4.8,2.5833333333333335,Humanities,Europe
18,1,2018_9_26_14_14_52,1,117,4.11,4,NA,22621,First Mover,Pre-Collaborative,NA,NA,Mirror,1,0,NA,18,1,4.4,3.5,4.5,5.1,4.4,3.1,2.6666666666666665,Science,Europe
18,2,2018_9_26_14_13_39,1,117,3.2,3,NA,22034,Second Mover,Pre-Collaborative,NA,NA,Mirror,1,0,NA,39,0,4.5,5.6,4,4.7,3.8,3.2,2.75,Other,Asia
18,3,2018_9_26_14_12_41,2,117,3.39,5,NA,22633,First Mover,Pre-Collaborative,NA,NA,Mirror,1,0,NA,20,1,5,4.9,3.4,5,4.7,4.4,2.75,Economics,Asia
18,4,2018_9_26_14_14_26,2,117,5.53,1,NA,22655,Second Mover,Pre-Collaborative,NA,NA,Mirror,1,0,NA,22,1,2.8,3.8,3.4,3.9,3.6,3.6,2.75,Natural Sciences,Europe
18,5,2018_9_26_14_13_36,3,117,2.63,3,NA,22594,First Mover,Pre-Collaborative,NA,NA,Mirror,1,0,NA,27,0,3.8,3.9,4.1,4.1,3.5,4.1,2.3333333333333335,Economics,Asia
18,6,2018_9_26_14_15_10,3,117,7.76,4,NA,20629,Second Mover,Pre-Collaborative,NA,NA,Mirror,1,0,NA,21,0,3,5.5,4.5,3.3,4.4,4.8,2.5833333333333335,Humanities,Europe
18,1,2018_9_26_14_14_58,1,118,3.61,3,NA,22621,First Mover,Pre-Collaborative,NA,NA,Mirror,1,0,NA,18,1,4.4,3.5,4.5,5.1,4.4,3.1,2.6666666666666665,Science,Europe
18,2,2018_9_26_14_13_45,1,118,3.37,6,NA,22034,Second Mover,Pre-Collaborative,NA,NA,Mirror,1,0,NA,39,0,4.5,5.6,4,4.7,3.8,3.2,2.75,Other,Asia
18,3,2018_9_26_14_12_47,2,118,2.96,6,NA,22633,First Mover,Pre-Collaborative,NA,NA,Mirror,1,0,NA,20,1,5,4.9,3.4,5,4.7,4.4,2.75,Economics,Asia
18,4,2018_9_26_14_14_36,2,118,6.95,6,NA,22655,Second Mover,Pre-Collaborative,NA,NA,Mirror,1,0,NA,22,1,2.8,3.8,3.4,3.9,3.6,3.6,2.75,Natural Sciences,Europe
18,5,2018_9_26_14_13_42,3,118,3.43,6,NA,22594,First Mover,Pre-Collaborative,NA,NA,Mirror,1,0,NA,27,0,3.8,3.9,4.1,4.1,3.5,4.1,2.3333333333333335,Economics,Asia
18,6,2018_9_26_14_15_21,3,118,8.57,2,NA,20629,Second Mover,Pre-Collaborative,NA,NA,Mirror,1,0,NA,21,0,3,5.5,4.5,3.3,4.4,4.8,2.5833333333333335,Humanities,Europe
18,1,2018_9_26_14_47_55,1,201,7.27,5,NA,22621,First Mover,Post-Collaborative,NA,NA,Mirror,1,0,NA,18,1,4.4,3.5,4.5,5.1,4.4,3.1,2.6666666666666665,Science,Europe
18,2,2018_9_26_14_48_21,1,201,5.73,3,NA,22034,Second Mover,Post-Collaborative,NA,NA,Mirror,1,0,NA,39,0,4.5,5.6,4,4.7,3.8,3.2,2.75,Other,Asia
18,3,2018_9_26_14_47_43,2,201,1.34,5,NA,22633,First Mover,Post-Collaborative,NA,NA,Mirror,1,0,NA,20,1,5,4.9,3.4,5,4.7,4.4,2.75,Economics,Asia
18,4,2018_9_26_14_47_51,2,201,6.31,6,NA,22655,Second Mover,Post-Collaborative,NA,NA,Mirror,1,0,NA,22,1,2.8,3.8,3.4,3.9,3.6,3.6,2.75,Natural Sciences,Europe
18,5,2018_9_26_14_47_20,3,201,4.91,6,NA,22594,First Mover,Post-Collaborative,NA,NA,Mirror,1,0,NA,27,0,3.8,3.9,4.1,4.1,3.5,4.1,2.3333333333333335,Economics,Asia
18,6,2018_9_26_14_47_28,3,201,5.89,2,NA,20629,Second Mover,Post-Collaborative,NA,NA,Mirror,1,0,NA,21,0,3,5.5,4.5,3.3,4.4,4.8,2.5833333333333335,Humanities,Europe
18,1,2018_9_26_14_48_0,1,202,2.68,6,NA,22621,First Mover,Post-Collaborative,NA,NA,Mirror,1,0,NA,18,1,4.4,3.5,4.5,5.1,4.4,3.1,2.6666666666666665,Science,Europe
18,2,2018_9_26_14_48_28,1,202,4.78,2,NA,22034,Second Mover,Post-Collaborative,NA,NA,Mirror,1,0,NA,39,0,4.5,5.6,4,4.7,3.8,3.2,2.75,Other,Asia
18,3,2018_9_26_14_47_49,2,202,3.98,4,NA,22633,First Mover,Post-Collaborative,NA,NA,Mirror,1,0,NA,20,1,5,4.9,3.4,5,4.7,4.4,2.75,Economics,Asia
18,4,2018_9_26_14_47_59,2,202,5.25,1,NA,22655,Second Mover,Post-Collaborative,NA,NA,Mirror,1,0,NA,22,1,2.8,3.8,3.4,3.9,3.6,3.6,2.75,Natural Sciences,Europe
18,5,2018_9_26_14_47_25,3,202,2.83,4,NA,22594,First Mover,Post-Collaborative,NA,NA,Mirror,1,0,NA,27,0,3.8,3.9,4.1,4.1,3.5,4.1,2.3333333333333335,Economics,Asia
18,6,2018_9_26_14_47_36,3,202,5,4,NA,20629,Second Mover,Post-Collaborative,NA,NA,Mirror,1,0,NA,21,0,3,5.5,4.5,3.3,4.4,4.8,2.5833333333333335,Humanities,Europe
18,1,2018_9_26_14_48_6,1,203,4.29,3,NA,22621,First Mover,Post-Collaborative,NA,NA,Mirror,1,0,NA,18,1,4.4,3.5,4.5,5.1,4.4,3.1,2.6666666666666665,Science,Europe
18,2,2018_9_26_14_48_35,1,203,4.73,6,NA,22034,Second Mover,Post-Collaborative,NA,NA,Mirror,1,0,NA,39,0,4.5,5.6,4,4.7,3.8,3.2,2.75,Other,Asia
18,3,2018_9_26_14_47_58,2,203,6.99,5,NA,22633,First Mover,Post-Collaborative,NA,NA,Mirror,1,0,NA,20,1,5,4.9,3.4,5,4.7,4.4,2.75,Economics,Asia
18,4,2018_9_26_14_48_5,2,203,3.93,3,NA,22655,Second Mover,Post-Collaborative,NA,NA,Mirror,1,0,NA,22,1,2.8,3.8,3.4,3.9,3.6,3.6,2.75,Natural Sciences,Europe
18,5,2018_9_26_14_47_33,3,203,4.7,4,NA,22594,First Mover,Post-Collaborative,NA,NA,Mirror,1,0,NA,27,0,3.8,3.9,4.1,4.1,3.5,4.1,2.3333333333333335,Economics,Asia
18,6,2018_9_26_14_47_42,3,203,4.45,6,NA,20629,Second Mover,Post-Collaborative,NA,NA,Mirror,1,0,NA,21,0,3,5.5,4.5,3.3,4.4,4.8,2.5833333333333335,Humanities,Europe
